Bandit,Reward,Algorithm
4,2.896584,Thompson Sampling
4,2.763659,Thompson Sampling
4,3.30855,Thompson Sampling
4,3.600004,Thompson Sampling
4,3.948674,Thompson Sampling
4,2.701284,Thompson Sampling
4,3.769558,Thompson Sampling
4,3.839778,Thompson Sampling
4,3.232755,Thompson Sampling
4,2.313906,Thompson Sampling
4,5.906706,Thompson Sampling
4,3.030425,Thompson Sampling
4,4.098225,Thompson Sampling
4,3.801683,Thompson Sampling
4,4.610678,Thompson Sampling
4,2.595659,Thompson Sampling
4,3.983832,Thompson Sampling
4,5.052702,Thompson Sampling
4,3.113626,Thompson Sampling
4,3.855681,Thompson Sampling
4,3.703347,Thompson Sampling
4,4.287687,Thompson Sampling
4,3.631023,Thompson Sampling
4,5.278158,Thompson Sampling
4,3.092747,Thompson Sampling
4,5.456382,Thompson Sampling
4,4.486311,Thompson Sampling
4,5.291072,Thompson Sampling
4,3.710896,Thompson Sampling
4,3.148434,Thompson Sampling
4,3.921616,Thompson Sampling
4,4.184611,Thompson Sampling
4,2.537509,Thompson Sampling
4,3.630755,Thompson Sampling
4,4.337872,Thompson Sampling
4,4.442383,Thompson Sampling
4,4.304731,Thompson Sampling
4,1.960762,Thompson Sampling
4,3.227293,Thompson Sampling
4,5.540134,Thompson Sampling
4,3.597286,Thompson Sampling
4,4.268348,Thompson Sampling
4,4.474343,Thompson Sampling
4,3.551223,Thompson Sampling
4,4.503109,Thompson Sampling
4,4.700342,Thompson Sampling
4,3.064644,Thompson Sampling
4,3.750363,Thompson Sampling
4,3.341714,Thompson Sampling
4,3.703901,Thompson Sampling
4,3.953252,Thompson Sampling
4,2.655119,Thompson Sampling
4,2.647294,Thompson Sampling
4,4.698797,Thompson Sampling
4,3.409887,Thompson Sampling
4,1.954021,Thompson Sampling
4,3.125272,Thompson Sampling
4,5.049776,Thompson Sampling
4,5.584667,Thompson Sampling
4,1.957298,Thompson Sampling
4,5.107423,Thompson Sampling
4,4.06353,Thompson Sampling
4,4.583692,Thompson Sampling
4,3.373805,Thompson Sampling
4,4.133688,Thompson Sampling
4,5.297375,Thompson Sampling
4,4.220494,Thompson Sampling
4,3.161827,Thompson Sampling
4,5.302164,Thompson Sampling
4,1.307873,Thompson Sampling
4,2.595463,Thompson Sampling
4,4.560097,Thompson Sampling
4,3.640761,Thompson Sampling
4,5.117929,Thompson Sampling
4,3.036967,Thompson Sampling
4,3.781638,Thompson Sampling
4,4.037041,Thompson Sampling
4,5.928008,Thompson Sampling
4,3.927101,Thompson Sampling
4,4.295451,Thompson Sampling
4,3.889511,Thompson Sampling
4,5.258494,Thompson Sampling
4,4.186497,Thompson Sampling
4,3.830089,Thompson Sampling
4,3.833268,Thompson Sampling
4,3.795526,Thompson Sampling
4,4.58393,Thompson Sampling
4,5.419266,Thompson Sampling
4,3.69265,Thompson Sampling
4,5.25962,Thompson Sampling
4,4.676646,Thompson Sampling
4,4.704673,Thompson Sampling
4,3.940398,Thompson Sampling
4,4.733648,Thompson Sampling
4,3.664739,Thompson Sampling
4,3.435626,Thompson Sampling
4,4.576639,Thompson Sampling
4,5.700564,Thompson Sampling
4,1.436643,Thompson Sampling
4,3.273702,Thompson Sampling
4,2.48262,Thompson Sampling
4,2.337381,Thompson Sampling
4,3.899769,Thompson Sampling
4,2.965261,Thompson Sampling
4,4.072661,Thompson Sampling
4,4.008605,Thompson Sampling
4,3.951466,Thompson Sampling
4,4.035834,Thompson Sampling
4,3.404903,Thompson Sampling
4,4.412929,Thompson Sampling
4,5.578718,Thompson Sampling
4,1.895427,Thompson Sampling
4,4.822719,Thompson Sampling
4,3.333563,Thompson Sampling
4,5.478201,Thompson Sampling
4,4.255058,Thompson Sampling
4,3.115021,Thompson Sampling
4,3.824358,Thompson Sampling
4,3.92503,Thompson Sampling
4,3.29598,Thompson Sampling
4,5.241485,Thompson Sampling
4,4.499329,Thompson Sampling
4,4.705049,Thompson Sampling
4,4.30859,Thompson Sampling
4,5.481663,Thompson Sampling
4,4.098467,Thompson Sampling
4,3.984311,Thompson Sampling
4,5.135801,Thompson Sampling
4,3.739698,Thompson Sampling
4,5.657036,Thompson Sampling
4,4.63314,Thompson Sampling
4,4.051063,Thompson Sampling
4,5.088066,Thompson Sampling
4,1.87886,Thompson Sampling
4,3.045181,Thompson Sampling
4,4.900282,Thompson Sampling
4,4.454098,Thompson Sampling
4,3.850515,Thompson Sampling
4,4.202854,Thompson Sampling
4,4.188344,Thompson Sampling
4,4.180427,Thompson Sampling
4,5.133876,Thompson Sampling
4,4.572457,Thompson Sampling
4,5.428469,Thompson Sampling
4,2.226306,Thompson Sampling
4,5.779446,Thompson Sampling
4,3.355635,Thompson Sampling
4,2.684404,Thompson Sampling
4,3.250123,Thompson Sampling
4,4.57392,Thompson Sampling
4,4.163886,Thompson Sampling
4,5.191325,Thompson Sampling
4,4.543527,Thompson Sampling
4,4.612356,Thompson Sampling
4,4.149804,Thompson Sampling
4,3.461436,Thompson Sampling
4,6.241319,Thompson Sampling
4,3.597303,Thompson Sampling
4,4.496237,Thompson Sampling
4,4.964835,Thompson Sampling
4,3.023108,Thompson Sampling
4,3.05103,Thompson Sampling
4,2.923989,Thompson Sampling
4,2.555692,Thompson Sampling
4,4.448192,Thompson Sampling
4,3.15788,Thompson Sampling
4,4.129495,Thompson Sampling
4,2.687942,Thompson Sampling
4,3.679122,Thompson Sampling
4,5.810515,Thompson Sampling
4,2.866675,Thompson Sampling
4,6.302649,Thompson Sampling
4,3.292056,Thompson Sampling
4,3.878025,Thompson Sampling
4,3.988673,Thompson Sampling
4,3.698096,Thompson Sampling
4,3.416265,Thompson Sampling
4,2.398467,Thompson Sampling
4,2.746333,Thompson Sampling
4,4.039583,Thompson Sampling
4,3.278841,Thompson Sampling
4,5.280073,Thompson Sampling
4,5.428764,Thompson Sampling
4,5.524948,Thompson Sampling
4,3.858805,Thompson Sampling
4,4.158419,Thompson Sampling
4,4.147097,Thompson Sampling
4,4.81751,Thompson Sampling
4,2.751686,Thompson Sampling
4,4.277223,Thompson Sampling
4,4.150111,Thompson Sampling
4,2.294614,Thompson Sampling
4,4.832346,Thompson Sampling
4,4.241317,Thompson Sampling
4,4.313394,Thompson Sampling
4,3.970892,Thompson Sampling
4,3.536561,Thompson Sampling
4,3.271573,Thompson Sampling
4,3.896064,Thompson Sampling
4,1.770367,Thompson Sampling
4,5.390132,Thompson Sampling
4,4.533189,Thompson Sampling
4,4.768713,Thompson Sampling
4,3.842309,Thompson Sampling
4,2.613602,Thompson Sampling
4,4.52194,Thompson Sampling
4,2.417826,Thompson Sampling
4,4.320838,Thompson Sampling
4,3.947381,Thompson Sampling
4,1.993105,Thompson Sampling
4,4.446628,Thompson Sampling
4,5.298278,Thompson Sampling
4,3.612371,Thompson Sampling
4,3.297879,Thompson Sampling
4,3.827919,Thompson Sampling
4,4.55962,Thompson Sampling
4,3.907133,Thompson Sampling
4,2.992962,Thompson Sampling
4,3.821582,Thompson Sampling
4,4.158429,Thompson Sampling
4,3.790994,Thompson Sampling
4,4.443927,Thompson Sampling
4,3.918963,Thompson Sampling
4,3.726808,Thompson Sampling
4,3.080929,Thompson Sampling
4,6.260837,Thompson Sampling
4,1.691103,Thompson Sampling
4,5.343318,Thompson Sampling
4,4.177911,Thompson Sampling
4,2.713761,Thompson Sampling
4,4.117282,Thompson Sampling
4,4.138827,Thompson Sampling
4,3.939073,Thompson Sampling
4,2.827268,Thompson Sampling
4,3.105526,Thompson Sampling
4,3.462727,Thompson Sampling
4,4.443276,Thompson Sampling
4,4.822392,Thompson Sampling
4,2.967457,Thompson Sampling
4,1.969481,Thompson Sampling
4,3.590933,Thompson Sampling
4,3.747309,Thompson Sampling
4,4.596911,Thompson Sampling
4,3.11722,Thompson Sampling
4,4.115216,Thompson Sampling
4,3.665154,Thompson Sampling
4,5.341008,Thompson Sampling
4,3.176895,Thompson Sampling
4,5.414262,Thompson Sampling
4,3.516834,Thompson Sampling
4,6.884595,Thompson Sampling
4,4.998998,Thompson Sampling
4,2.62384,Thompson Sampling
4,2.807437,Thompson Sampling
4,1.812482,Thompson Sampling
4,4.145329,Thompson Sampling
4,4.14226,Thompson Sampling
4,4.017511,Thompson Sampling
4,3.571567,Thompson Sampling
4,2.8117,Thompson Sampling
4,3.491787,Thompson Sampling
4,3.233374,Thompson Sampling
4,3.874637,Thompson Sampling
4,2.374548,Thompson Sampling
4,3.609992,Thompson Sampling
4,2.786696,Thompson Sampling
4,4.800516,Thompson Sampling
4,4.324814,Thompson Sampling
4,3.730485,Thompson Sampling
4,2.666415,Thompson Sampling
4,5.673411,Thompson Sampling
4,4.831946,Thompson Sampling
4,3.168108,Thompson Sampling
4,4.411285,Thompson Sampling
4,3.031943,Thompson Sampling
4,4.179394,Thompson Sampling
4,5.700729,Thompson Sampling
4,4.075232,Thompson Sampling
4,3.623581,Thompson Sampling
4,5.259315,Thompson Sampling
4,4.631386,Thompson Sampling
4,4.308662,Thompson Sampling
4,4.623157,Thompson Sampling
4,4.311787,Thompson Sampling
4,4.959828,Thompson Sampling
4,3.689871,Thompson Sampling
4,4.47437,Thompson Sampling
4,3.639442,Thompson Sampling
4,4.73628,Thompson Sampling
4,5.112878,Thompson Sampling
4,3.932807,Thompson Sampling
4,4.070173,Thompson Sampling
4,4.638558,Thompson Sampling
4,4.987801,Thompson Sampling
4,3.835042,Thompson Sampling
4,4.669721,Thompson Sampling
4,5.1729,Thompson Sampling
4,3.45486,Thompson Sampling
4,5.814512,Thompson Sampling
4,4.012639,Thompson Sampling
4,4.654317,Thompson Sampling
4,2.85108,Thompson Sampling
4,4.926684,Thompson Sampling
4,2.627891,Thompson Sampling
4,5.654105,Thompson Sampling
4,4.456723,Thompson Sampling
4,3.772311,Thompson Sampling
4,3.458445,Thompson Sampling
4,4.39259,Thompson Sampling
4,3.675196,Thompson Sampling
4,5.533098,Thompson Sampling
4,4.198288,Thompson Sampling
4,3.080556,Thompson Sampling
4,3.634179,Thompson Sampling
4,2.603802,Thompson Sampling
4,4.96316,Thompson Sampling
4,4.716309,Thompson Sampling
4,4.473379,Thompson Sampling
4,5.28584,Thompson Sampling
4,4.669291,Thompson Sampling
4,4.779576,Thompson Sampling
4,4.888721,Thompson Sampling
4,3.590348,Thompson Sampling
4,5.096571,Thompson Sampling
4,3.568343,Thompson Sampling
4,3.491226,Thompson Sampling
4,2.949297,Thompson Sampling
4,4.995588,Thompson Sampling
4,4.282728,Thompson Sampling
4,3.844065,Thompson Sampling
4,3.845195,Thompson Sampling
4,4.518225,Thompson Sampling
4,5.579944,Thompson Sampling
4,5.111437,Thompson Sampling
4,4.540336,Thompson Sampling
4,2.609258,Thompson Sampling
4,6.086775,Thompson Sampling
4,4.812876,Thompson Sampling
4,4.979627,Thompson Sampling
4,5.617742,Thompson Sampling
4,3.46264,Thompson Sampling
4,4.42825,Thompson Sampling
4,2.821364,Thompson Sampling
4,3.865581,Thompson Sampling
4,4.553332,Thompson Sampling
4,3.375204,Thompson Sampling
4,7.461276,Thompson Sampling
4,3.648058,Thompson Sampling
4,5.549167,Thompson Sampling
4,3.037538,Thompson Sampling
4,4.220788,Thompson Sampling
4,4.725662,Thompson Sampling
4,4.063463,Thompson Sampling
4,4.883731,Thompson Sampling
4,4.949553,Thompson Sampling
4,3.257919,Thompson Sampling
4,3.11673,Thompson Sampling
4,3.986907,Thompson Sampling
4,3.696998,Thompson Sampling
4,2.805369,Thompson Sampling
4,6.072789,Thompson Sampling
4,5.430136,Thompson Sampling
4,3.60689,Thompson Sampling
4,5.644325,Thompson Sampling
4,3.720365,Thompson Sampling
4,4.068535,Thompson Sampling
4,3.87638,Thompson Sampling
4,3.135049,Thompson Sampling
4,4.788302,Thompson Sampling
4,2.611832,Thompson Sampling
4,4.161044,Thompson Sampling
4,2.023227,Thompson Sampling
4,3.285903,Thompson Sampling
4,3.12674,Thompson Sampling
4,3.431646,Thompson Sampling
4,5.395309,Thompson Sampling
4,3.481044,Thompson Sampling
4,4.305846,Thompson Sampling
4,1.970132,Thompson Sampling
4,3.864228,Thompson Sampling
4,3.687209,Thompson Sampling
4,2.748195,Thompson Sampling
4,2.56562,Thompson Sampling
4,3.613271,Thompson Sampling
4,4.320384,Thompson Sampling
4,2.367913,Thompson Sampling
4,3.314764,Thompson Sampling
4,2.388178,Thompson Sampling
4,2.299686,Thompson Sampling
4,5.313566,Thompson Sampling
4,5.069306,Thompson Sampling
4,4.287281,Thompson Sampling
4,3.092573,Thompson Sampling
4,6.182588,Thompson Sampling
4,3.855023,Thompson Sampling
4,5.392638,Thompson Sampling
4,3.747608,Thompson Sampling
4,4.550247,Thompson Sampling
4,4.98061,Thompson Sampling
4,3.023591,Thompson Sampling
4,4.361191,Thompson Sampling
4,4.799216,Thompson Sampling
4,3.649022,Thompson Sampling
4,4.577913,Thompson Sampling
4,3.895675,Thompson Sampling
4,3.859171,Thompson Sampling
4,3.801293,Thompson Sampling
4,5.427907,Thompson Sampling
4,2.426006,Thompson Sampling
4,3.26381,Thompson Sampling
4,3.809861,Thompson Sampling
4,4.821554,Thompson Sampling
4,3.295806,Thompson Sampling
4,2.611456,Thompson Sampling
4,2.939879,Thompson Sampling
4,4.568476,Thompson Sampling
4,4.925138,Thompson Sampling
4,3.499912,Thompson Sampling
4,4.236208,Thompson Sampling
4,3.373602,Thompson Sampling
4,4.266896,Thompson Sampling
4,4.497329,Thompson Sampling
4,5.945322,Thompson Sampling
4,3.277777,Thompson Sampling
4,1.807063,Thompson Sampling
4,4.233396,Thompson Sampling
4,2.940214,Thompson Sampling
4,3.593046,Thompson Sampling
4,3.092639,Thompson Sampling
4,4.131953,Thompson Sampling
4,3.173141,Thompson Sampling
4,4.811665,Thompson Sampling
4,2.556748,Thompson Sampling
4,4.157785,Thompson Sampling
4,5.112416,Thompson Sampling
4,4.402785,Thompson Sampling
4,3.035568,Thompson Sampling
4,2.875065,Thompson Sampling
4,4.459296,Thompson Sampling
4,5.419512,Thompson Sampling
4,5.581801,Thompson Sampling
4,3.342763,Thompson Sampling
4,2.95697,Thompson Sampling
4,3.159449,Thompson Sampling
4,4.480391,Thompson Sampling
4,2.981241,Thompson Sampling
4,2.137474,Thompson Sampling
4,3.926781,Thompson Sampling
4,4.343042,Thompson Sampling
4,5.298894,Thompson Sampling
4,4.201783,Thompson Sampling
4,4.623399,Thompson Sampling
4,4.440371,Thompson Sampling
4,3.59437,Thompson Sampling
4,4.084736,Thompson Sampling
4,3.930377,Thompson Sampling
4,2.348727,Thompson Sampling
4,3.276632,Thompson Sampling
4,4.337326,Thompson Sampling
4,4.268245,Thompson Sampling
4,2.109547,Thompson Sampling
4,6.987016,Thompson Sampling
4,3.010373,Thompson Sampling
4,3.077454,Thompson Sampling
4,4.099243,Thompson Sampling
4,4.906971,Thompson Sampling
4,4.372054,Thompson Sampling
4,3.120943,Thompson Sampling
4,4.513171,Thompson Sampling
4,5.143904,Thompson Sampling
4,4.668543,Thompson Sampling
4,5.03503,Thompson Sampling
4,4.476059,Thompson Sampling
4,4.832567,Thompson Sampling
4,4.323285,Thompson Sampling
4,4.803428,Thompson Sampling
4,3.71141,Thompson Sampling
4,3.965457,Thompson Sampling
4,5.685431,Thompson Sampling
4,5.166802,Thompson Sampling
4,3.837236,Thompson Sampling
4,5.060214,Thompson Sampling
4,2.029686,Thompson Sampling
4,4.5532,Thompson Sampling
4,3.739749,Thompson Sampling
4,3.619657,Thompson Sampling
4,3.600519,Thompson Sampling
4,2.919748,Thompson Sampling
4,3.39139,Thompson Sampling
4,5.206355,Thompson Sampling
4,3.976659,Thompson Sampling
4,3.731666,Thompson Sampling
4,4.236029,Thompson Sampling
4,4.051629,Thompson Sampling
4,3.597231,Thompson Sampling
4,5.028348,Thompson Sampling
4,4.570016,Thompson Sampling
4,2.693076,Thompson Sampling
4,3.264127,Thompson Sampling
4,4.287863,Thompson Sampling
4,4.034507,Thompson Sampling
4,3.64456,Thompson Sampling
4,2.791791,Thompson Sampling
4,5.108746,Thompson Sampling
4,2.373197,Thompson Sampling
4,4.452473,Thompson Sampling
4,3.968047,Thompson Sampling
4,3.756259,Thompson Sampling
4,4.938539,Thompson Sampling
4,2.360327,Thompson Sampling
4,4.714049,Thompson Sampling
4,4.945341,Thompson Sampling
4,3.128236,Thompson Sampling
4,4.069196,Thompson Sampling
4,4.8464,Thompson Sampling
4,3.763696,Thompson Sampling
4,3.729535,Thompson Sampling
4,2.051912,Thompson Sampling
4,3.83543,Thompson Sampling
4,4.068973,Thompson Sampling
4,3.992017,Thompson Sampling
4,4.532287,Thompson Sampling
4,4.040649,Thompson Sampling
4,3.467315,Thompson Sampling
4,5.79326,Thompson Sampling
4,4.86787,Thompson Sampling
4,4.622204,Thompson Sampling
4,3.176173,Thompson Sampling
4,4.608967,Thompson Sampling
4,4.600471,Thompson Sampling
4,2.365223,Thompson Sampling
4,4.778344,Thompson Sampling
4,4.061497,Thompson Sampling
4,4.758137,Thompson Sampling
4,4.458552,Thompson Sampling
4,4.880152,Thompson Sampling
4,3.440079,Thompson Sampling
4,4.558316,Thompson Sampling
4,6.610714,Thompson Sampling
4,2.895383,Thompson Sampling
4,4.957352,Thompson Sampling
4,4.146742,Thompson Sampling
4,4.341685,Thompson Sampling
4,4.073132,Thompson Sampling
4,3.513277,Thompson Sampling
4,3.587549,Thompson Sampling
4,1.672814,Thompson Sampling
4,4.426822,Thompson Sampling
4,4.140399,Thompson Sampling
4,5.467889,Thompson Sampling
4,5.085968,Thompson Sampling
4,3.024782,Thompson Sampling
4,4.720322,Thompson Sampling
4,3.699175,Thompson Sampling
4,4.525746,Thompson Sampling
4,3.240938,Thompson Sampling
4,2.693331,Thompson Sampling
4,4.580879,Thompson Sampling
4,2.720094,Thompson Sampling
4,2.670184,Thompson Sampling
4,4.709371,Thompson Sampling
4,3.161958,Thompson Sampling
4,4.373771,Thompson Sampling
4,4.24486,Thompson Sampling
4,3.847508,Thompson Sampling
4,5.37451,Thompson Sampling
4,4.396184,Thompson Sampling
4,6.184674,Thompson Sampling
4,4.142653,Thompson Sampling
4,4.545902,Thompson Sampling
4,3.288281,Thompson Sampling
4,2.6389,Thompson Sampling
4,6.376594,Thompson Sampling
4,5.713443,Thompson Sampling
4,4.976183,Thompson Sampling
4,3.092591,Thompson Sampling
4,4.995829,Thompson Sampling
4,6.126922,Thompson Sampling
4,3.557058,Thompson Sampling
4,3.329392,Thompson Sampling
4,3.413021,Thompson Sampling
4,3.701301,Thompson Sampling
4,4.547499,Thompson Sampling
4,4.174117,Thompson Sampling
4,5.640985,Thompson Sampling
4,5.41564,Thompson Sampling
4,3.719195,Thompson Sampling
4,3.693645,Thompson Sampling
4,4.532244,Thompson Sampling
4,4.574847,Thompson Sampling
4,5.938091,Thompson Sampling
4,3.370551,Thompson Sampling
4,5.155556,Thompson Sampling
4,4.852671,Thompson Sampling
4,2.973076,Thompson Sampling
4,3.126898,Thompson Sampling
4,3.233874,Thompson Sampling
4,3.225638,Thompson Sampling
4,3.756442,Thompson Sampling
4,2.68649,Thompson Sampling
4,4.000672,Thompson Sampling
4,3.374314,Thompson Sampling
4,3.511207,Thompson Sampling
4,3.770429,Thompson Sampling
4,1.979069,Thompson Sampling
4,6.328586,Thompson Sampling
4,4.62513,Thompson Sampling
4,4.076225,Thompson Sampling
4,1.888808,Thompson Sampling
4,3.840703,Thompson Sampling
4,4.87446,Thompson Sampling
4,2.23163,Thompson Sampling
4,5.05732,Thompson Sampling
4,3.539981,Thompson Sampling
4,4.147959,Thompson Sampling
4,5.346446,Thompson Sampling
4,6.022789,Thompson Sampling
4,2.424833,Thompson Sampling
4,4.062165,Thompson Sampling
4,4.221517,Thompson Sampling
4,4.225563,Thompson Sampling
4,4.870812,Thompson Sampling
4,4.439158,Thompson Sampling
4,3.501096,Thompson Sampling
4,3.840919,Thompson Sampling
4,4.41077,Thompson Sampling
4,4.80641,Thompson Sampling
4,3.559513,Thompson Sampling
4,3.852528,Thompson Sampling
4,2.672732,Thompson Sampling
4,4.145292,Thompson Sampling
4,2.644372,Thompson Sampling
4,4.887613,Thompson Sampling
4,4.390971,Thompson Sampling
4,3.610622,Thompson Sampling
4,3.270025,Thompson Sampling
4,5.68484,Thompson Sampling
4,4.270995,Thompson Sampling
4,3.230548,Thompson Sampling
4,3.46738,Thompson Sampling
4,4.861434,Thompson Sampling
4,4.685754,Thompson Sampling
4,5.858221,Thompson Sampling
4,3.514806,Thompson Sampling
4,4.751621,Thompson Sampling
4,5.518931,Thompson Sampling
4,4.290994,Thompson Sampling
4,5.495164,Thompson Sampling
4,4.574802,Thompson Sampling
4,2.463706,Thompson Sampling
4,2.214589,Thompson Sampling
4,3.857656,Thompson Sampling
4,3.258866,Thompson Sampling
4,4.190942,Thompson Sampling
4,4.322489,Thompson Sampling
4,4.663986,Thompson Sampling
4,3.876571,Thompson Sampling
4,5.793522,Thompson Sampling
4,6.189089,Thompson Sampling
4,3.296459,Thompson Sampling
4,3.811852,Thompson Sampling
4,3.662248,Thompson Sampling
4,4.588595,Thompson Sampling
4,3.032189,Thompson Sampling
4,3.892815,Thompson Sampling
4,4.843567,Thompson Sampling
4,3.187715,Thompson Sampling
4,5.830039,Thompson Sampling
4,4.028707,Thompson Sampling
4,3.589634,Thompson Sampling
4,4.005832,Thompson Sampling
4,4.495939,Thompson Sampling
4,4.863733,Thompson Sampling
4,3.422583,Thompson Sampling
4,3.741299,Thompson Sampling
4,4.439685,Thompson Sampling
4,4.31937,Thompson Sampling
4,5.074113,Thompson Sampling
4,4.268624,Thompson Sampling
4,3.718106,Thompson Sampling
4,3.408434,Thompson Sampling
4,4.287111,Thompson Sampling
4,3.633601,Thompson Sampling
4,2.635903,Thompson Sampling
4,3.163415,Thompson Sampling
4,4.257785,Thompson Sampling
4,4.390652,Thompson Sampling
4,2.0025,Thompson Sampling
4,3.601123,Thompson Sampling
4,6.976581,Thompson Sampling
4,4.315652,Thompson Sampling
4,3.758904,Thompson Sampling
4,3.386116,Thompson Sampling
4,3.367708,Thompson Sampling
4,4.165585,Thompson Sampling
4,3.355641,Thompson Sampling
4,5.017915,Thompson Sampling
4,3.940078,Thompson Sampling
4,4.627505,Thompson Sampling
4,3.902304,Thompson Sampling
4,6.379607,Thompson Sampling
4,3.905938,Thompson Sampling
4,3.937283,Thompson Sampling
4,4.300027,Thompson Sampling
4,2.075402,Thompson Sampling
4,3.267275,Thompson Sampling
4,3.696635,Thompson Sampling
4,3.753301,Thompson Sampling
4,2.95457,Thompson Sampling
4,6.253736,Thompson Sampling
4,4.650816,Thompson Sampling
4,5.378301,Thompson Sampling
4,5.319637,Thompson Sampling
4,5.362949,Thompson Sampling
4,3.691247,Thompson Sampling
4,6.327596,Thompson Sampling
4,1.45943,Thompson Sampling
4,2.875028,Thompson Sampling
4,3.616534,Thompson Sampling
4,4.703119,Thompson Sampling
4,4.807531,Thompson Sampling
4,3.066746,Thompson Sampling
4,3.648874,Thompson Sampling
4,4.66877,Thompson Sampling
4,4.91501,Thompson Sampling
4,5.435824,Thompson Sampling
4,3.192327,Thompson Sampling
4,4.300478,Thompson Sampling
4,1.974973,Thompson Sampling
4,4.391873,Thompson Sampling
4,4.341813,Thompson Sampling
4,3.28813,Thompson Sampling
4,4.212221,Thompson Sampling
4,4.335356,Thompson Sampling
4,5.367012,Thompson Sampling
4,4.559476,Thompson Sampling
4,3.661039,Thompson Sampling
4,4.759576,Thompson Sampling
4,4.3519,Thompson Sampling
4,4.176359,Thompson Sampling
4,6.245566,Thompson Sampling
4,4.566545,Thompson Sampling
4,4.008324,Thompson Sampling
4,5.955969,Thompson Sampling
4,3.434955,Thompson Sampling
4,3.345646,Thompson Sampling
4,3.800273,Thompson Sampling
4,3.91974,Thompson Sampling
4,3.512586,Thompson Sampling
4,3.81598,Thompson Sampling
4,4.781743,Thompson Sampling
4,3.554681,Thompson Sampling
4,4.167289,Thompson Sampling
4,3.776089,Thompson Sampling
4,3.285668,Thompson Sampling
4,4.161454,Thompson Sampling
4,2.743388,Thompson Sampling
4,4.379225,Thompson Sampling
4,5.437856,Thompson Sampling
4,5.849985,Thompson Sampling
4,3.646594,Thompson Sampling
4,5.371111,Thompson Sampling
4,4.550551,Thompson Sampling
4,2.415858,Thompson Sampling
4,3.970236,Thompson Sampling
4,4.831735,Thompson Sampling
4,2.654512,Thompson Sampling
4,4.6577,Thompson Sampling
4,4.042187,Thompson Sampling
4,4.218565,Thompson Sampling
4,5.504916,Thompson Sampling
4,5.146974,Thompson Sampling
4,3.135899,Thompson Sampling
4,2.972373,Thompson Sampling
4,3.597516,Thompson Sampling
4,1.523402,Thompson Sampling
4,3.319222,Thompson Sampling
4,3.74922,Thompson Sampling
4,3.175366,Thompson Sampling
4,3.814243,Thompson Sampling
4,5.270945,Thompson Sampling
4,3.82107,Thompson Sampling
4,5.054851,Thompson Sampling
4,5.034204,Thompson Sampling
4,4.463116,Thompson Sampling
4,4.38943,Thompson Sampling
4,3.233111,Thompson Sampling
4,5.290351,Thompson Sampling
4,5.460964,Thompson Sampling
4,3.487452,Thompson Sampling
4,3.780812,Thompson Sampling
4,4.162394,Thompson Sampling
4,5.402705,Thompson Sampling
4,2.963659,Thompson Sampling
4,5.093771,Thompson Sampling
4,4.080509,Thompson Sampling
4,6.16008,Thompson Sampling
4,4.934305,Thompson Sampling
4,2.733675,Thompson Sampling
4,4.116313,Thompson Sampling
4,4.637064,Thompson Sampling
4,3.46633,Thompson Sampling
4,4.091966,Thompson Sampling
4,3.569032,Thompson Sampling
4,4.131528,Thompson Sampling
4,3.834487,Thompson Sampling
4,2.403776,Thompson Sampling
4,3.850219,Thompson Sampling
4,2.509815,Thompson Sampling
4,3.824744,Thompson Sampling
4,3.626923,Thompson Sampling
4,4.299606,Thompson Sampling
4,3.933639,Thompson Sampling
4,4.45188,Thompson Sampling
4,2.782328,Thompson Sampling
4,4.83193,Thompson Sampling
4,5.055981,Thompson Sampling
4,4.319706,Thompson Sampling
4,4.164321,Thompson Sampling
4,3.162215,Thompson Sampling
4,3.606821,Thompson Sampling
4,4.554837,Thompson Sampling
4,3.022329,Thompson Sampling
4,6.075205,Thompson Sampling
4,5.365692,Thompson Sampling
4,3.955409,Thompson Sampling
4,2.44386,Thompson Sampling
4,4.02322,Thompson Sampling
4,4.597798,Thompson Sampling
4,4.41691,Thompson Sampling
4,4.319866,Thompson Sampling
4,3.477491,Thompson Sampling
4,4.689344,Thompson Sampling
4,3.565152,Thompson Sampling
4,5.041221,Thompson Sampling
4,3.93464,Thompson Sampling
4,3.860981,Thompson Sampling
4,2.297603,Thompson Sampling
4,2.849485,Thompson Sampling
4,5.891797,Thompson Sampling
4,2.786861,Thompson Sampling
4,3.334911,Thompson Sampling
4,3.459367,Thompson Sampling
4,4.682848,Thompson Sampling
4,3.620183,Thompson Sampling
4,3.606746,Thompson Sampling
4,4.48018,Thompson Sampling
4,4.621665,Thompson Sampling
4,4.388327,Thompson Sampling
4,3.157931,Thompson Sampling
4,4.064867,Thompson Sampling
4,2.853823,Thompson Sampling
4,3.438602,Thompson Sampling
4,3.590371,Thompson Sampling
4,3.830673,Thompson Sampling
4,3.965259,Thompson Sampling
4,4.418211,Thompson Sampling
4,1.949268,Thompson Sampling
4,4.075363,Thompson Sampling
4,6.15718,Thompson Sampling
4,3.967955,Thompson Sampling
4,4.05464,Thompson Sampling
4,4.108585,Thompson Sampling
4,3.266135,Thompson Sampling
4,3.738445,Thompson Sampling
4,3.385842,Thompson Sampling
4,3.434078,Thompson Sampling
4,4.172742,Thompson Sampling
4,3.930599,Thompson Sampling
4,2.616773,Thompson Sampling
4,3.704833,Thompson Sampling
4,3.86843,Thompson Sampling
4,3.250011,Thompson Sampling
4,3.966077,Thompson Sampling
